brand,model,year,transmission,fuel,nb_of_doors,price,miles,engine(hp)
Subaru,Outback Onyx Edition XT Crossover AWD,2021,Manual,Gasoline,4,28000,19755,260
Subaru,Outback 2.5i AWD,2017,Manual,Gasoline,4,21488,21169,175
Subaru,Outback Touring AWD,2023,Manual,Gasoline,4,31490,6729,182
Subaru,Outback Premium Crossover AWD,2022,Manual,Gasoline,4,26798,25078,182
Subaru,Outback 2.5i Limited AWD,2018,Manual,Gasoline,4,21694,26567,175
Subaru,Legacy Limited AWD,2022,Manual,Gasoline,4,23296,28855,182
Subaru,Ascent Limited 7-Passenger AWD,2022,Manual,Gasoline,4,29800,40014,260
Subaru,Outback Limited AWD,2020,Manual,Gasoline,4,26559,12694,182
Subaru,Outback Crossover Limited AWD,2021,Manual,Gasoline,4,28478,16848,182
Subaru,Outback Premium AWD,2020,Manual,Gasoline,4,22995,20662,182
Subaru,Ascent Limited 8-Passenger AWD,2021,Manual,Gasoline,4,27594,32473,260
Subaru,Outback 2.5i AWD,2019,Manual,Gasoline,4,17212,73376,175
Subaru,Outback Crossover Limited AWD,2021,Manual,Gasoline,4,25897,20685,182
Subaru,Ascent Limited 7-Passenger AWD,2022,Manual,Gasoline,4,28028,44970,260
Subaru,Legacy Limited XT AWD,2021,Manual,Gasoline,4,26883,9992,260
Subaru,Ascent Premium 7-Passenger AWD,2022,Manual,Gasoline,4,29872,23754,260
Subaru,Outback Crossover Limited AWD,2021,Manual,Gasoline,4,28697,11513,182
Subaru,Legacy Limited XT AWD,2021,Manual,Gasoline,4,27995,11930,260
Subaru,Outback Limited XT AWD,2023,Manual,Gasoline,4,33987,1247,260
Subaru,Outback Crossover AWD,2022,Manual,Gasoline,4,25588,8699,182
Subaru,Legacy Premium AWD,2023,Manual,Gasoline,4,25555,11653,182
Subaru,Ascent Limited 8-Passenger AWD,2022,Manual,Gasoline,4,34255,13438,260
Subaru,Ascent Limited 7-Passenger AWD,2021,Manual,Gasoline,4,30250,25093,260
Subaru,Ascent Onyx Edition Limited AWD,2023,Manual,Gasoline,4,38994,8404,260
Subaru,Outback Limited Crossover AWD,2022,Manual,Gasoline,4,27900,21424,182
Subaru,Outback Crossover AWD,2022,Manual,Gasoline,4,21478,17725,182
Subaru,Legacy Limited XT AWD,2021,Manual,Gasoline,4,20966,52239,260
Subaru,Ascent Premium 7-Passenger AWD,2020,Manual,Gasoline,4,25987,35166,260
Subaru,Outback Limited AWD,2024,Manual,Gasoline,4,32499,1167,182
Subaru,Outback Premium AWD,2024,Manual,Gasoline,4,30991,6020,182
Subaru,Ascent Premium 7-Passenger AWD,2021,Manual,Gasoline,4,29213,12887,260
Subaru,Legacy 2.5i Premium AWD,2020,Manual,Gasoline,4,20000,21329,182
Subaru,Outback 3.6R Limited AWD,2019,Manual,Gasoline,4,23685,12623,256
Subaru,Ascent Premium 7-Passenger AWD,2022,Manual,Gasoline,4,31979,10845,260
Subaru,Outback Premium Crossover AWD,2022,Manual,Gasoline,4,27992,11909,182
Subaru,Ascent AWD,2023,Manual,Gasoline,4,30719,10262,260
Subaru,Outback Limited AWD,2024,Manual,Gasoline,4,34491,5519,182
Subaru,Legacy Premium AWD,2024,Manual,Gasoline,4,26749,2189,182
Subaru,Outback Touring AWD,2023,Manual,Gasoline,4,31999,15568,182
Subaru,Ascent Limited 7-Passenger AWD,2021,Manual,Gasoline,4,28995,20344,260
Subaru,Ascent Touring AWD,2023,Manual,Gasoline,4,39505,5002,260
Subaru,Outback Limited XT AWD,2023,Manual,Gasoline,4,32975,3820,260
Subaru,Ascent Premium 7-Passenger AWD,2021,Manual,Gasoline,4,28993,26145,260
Subaru,Outback Crossover Limited AWD,2021,Manual,Gasoline,4,26999,29608,182
Subaru,Outback Premium AWD,2024,Manual,Gasoline,4,30991,6555,182
Subaru,Outback Limited AWD,2023,Manual,Gasoline,4,31117,4618,182
Subaru,Outback Premium Crossover AWD,2022,Manual,Gasoline,4,24750,27043,182
Subaru,Outback Crossover Limited AWD,2021,Manual,Gasoline,4,27894,19752,182
Subaru,Legacy 3.6R Limited AWD,2015,Manual,Gasoline,4,16944,23360,256
Subaru,Outback 2.5i Limited AWD,2019,Manual,Gasoline,4,21621,35717,175
Subaru,Outback Limited AWD,2024,Manual,Gasoline,4,33126,2133,182
Subaru,Outback Limited AWD,2023,Manual,Gasoline,4,31297,4709,182
Subaru,Ascent Limited 8-Passenger AWD,2020,Manual,Gasoline,4,24985,37492,260
Subaru,Outback Limited AWD,2023,Manual,Gasoline,4,32900,3020,182
Subaru,Outback Touring AWD,2023,Manual,Gasoline,4,32444,13282,182
Subaru,Outback 2.5i Limited AWD,2018,Manual,Gasoline,4,21997,44567,175
Subaru,Outback 3.6R Limited AWD,2018,Manual,Gasoline,4,19840,53210,256
Subaru,Outback Premium AWD,2024,Manual,Gasoline,4,31995,4782,182
Subaru,Legacy Limited AWD,2023,Manual,Gasoline,4,27073,1350,182
Subaru,Legacy Limited AWD,2024,Manual,Gasoline,4,29277,3263,182
Subaru,Legacy 3.6R Limited AWD,2017,Manual,Gasoline,4,16220,61718,256
Subaru,Ascent Premium 7-Passenger AWD,2021,Manual,Gasoline,4,19977,59493,260
Subaru,Outback Touring XT AWD,2024,Manual,Gasoline,4,37999,1797,260
Subaru,Outback Premium Crossover AWD,2021,Manual,Gasoline,4,19288,58054,182
Subaru,Legacy 2.5i Premium AWD,2015,Manual,Gasoline,4,12995,52592,175
Subaru,Outback Limited AWD,2024,Manual,Gasoline,4,33725,4223,182
Subaru,Outback Limited AWD,2024,Manual,Gasoline,4,35988,2610,182
Subaru,Outback Limited AWD,2024,Manual,Gasoline,4,35988,2875,182
Subaru,Ascent Limited 7-Passenger AWD,2021,Manual,Gasoline,4,28000,26101,260
Subaru,Outback 2.5i Limited AWD,2018,Manual,Gasoline,4,17899,48362,175
Subaru,Outback Premium AWD,2024,Manual,Gasoline,4,30225,3882,182
Subaru,Legacy 2.5i Limited AWD,2016,Manual,Gasoline,4,10995,65759,175
Subaru,Legacy Premium AWD,2024,Manual,Gasoline,4,26288,1926,182
Subaru,Ascent Limited 7-Passenger AWD,2022,Manual,Gasoline,4,34900,11588,260
Subaru,Outback Premium Crossover AWD,2022,Manual,Gasoline,4,22608,38520,182
Subaru,Outback Limited XT AWD,2024,Manual,Gasoline,4,35495,2382,260
Subaru,Legacy Limited AWD,2024,Manual,Gasoline,4,28400,7378,182
Subaru,Ascent Touring AWD,2023,Manual,Gasoline,4,41500,3175,260
Subaru,Outback 2.5i Limited,2015,Manual,Gasoline,4,14950,61087,175
Subaru,Outback Limited AWD,2024,Manual,Gasoline,4,32088,2828,182
Subaru,Legacy 2.5i Limited AWD,2020,Manual,Gasoline,4,19994,30319,182
Subaru,Outback Premium AWD,2024,Manual,Gasoline,4,29600,2201,182
Subaru,Outback 2.5i AWD,2017,Manual,Gasoline,4,17988,36124,175
Subaru,Outback Premium Crossover AWD,2021,Manual,Gasoline,4,22500,18685,182
Subaru,Outback Premium Crossover AWD,2022,Manual,Gasoline,4,24398,19518,182
Subaru,Outback 2.5i Limited AWD,2019,Manual,Gasoline,4,22456,21166,175
Subaru,Legacy Limited AWD,2024,Manual,Gasoline,4,29245,1022,182
Subaru,Outback 3.6R Limited,2015,Manual,Gasoline,4,16500,58373,256
Subaru,Outback Limited Crossover AWD,2022,Manual,Gasoline,4,24299,35971,182
Subaru,Outback Limited AWD,2023,Manual,Gasoline,4,32872,5462,182
Subaru,Legacy Limited AWD,2024,Manual,Gasoline,4,27245,1957,182
Subaru,Outback Premium AWD,2023,Manual,Gasoline,4,29545,8382,182
Subaru,Legacy 2.5i Premium AWD,2016,Manual,Gasoline,4,10222,80747,175
Subaru,Outback 2.5i Limited AWD,2019,Manual,Gasoline,4,20490,45056,175
Subaru,Outback Crossover Limited AWD,2021,Manual,Gasoline,4,26991,16732,182
Subaru,Outback Limited XT AWD,2023,Manual,Gasoline,4,32750,5725,260
Subaru,Outback Premium AWD,2024,Manual,Gasoline,4,28991,5674,182
Subaru,Outback 2.5i Limited AWD,2019,Manual,Gasoline,4,25998,7394,175
Subaru,Outback Crossover Limited AWD,2021,Manual,Gasoline,4,24999,24648,182
Subaru,Legacy Limited AWD,2023,Manual,Gasoline,4,27167,1764,182
Subaru,Outback 2.5i Premium AWD,2018,Manual,Gasoline,4,15588,67826,175
Subaru,Legacy Limited AWD,2021,Manual,Gasoline,4,23900,10442,182
Subaru,Legacy 2.5i Premium AWD,2018,Manual,Gasoline,4,17868,26029,175
Subaru,Outback Limited AWD,2020,Manual,Gasoline,4,23498,27257,182
Subaru,Outback 2.5i Premium AWD,2019,Manual,Gasoline,4,18500,49143,175
Subaru,Outback Premium AWD,2020,Manual,Gasoline,4,24299,23429,182
Subaru,Outback Crossover Limited AWD,2021,Manual,Gasoline,4,18887,62715,182
Subaru,Outback Premium Crossover AWD,2021,Manual,Gasoline,4,25350,28312,182
Subaru,Outback Premium Crossover AWD,2021,Manual,Gasoline,4,22799,44404,182
Subaru,Legacy Limited AWD,2024,Manual,Gasoline,4,29900,2730,182
Subaru,Outback 2.5i Limited AWD,2019,Manual,Gasoline,4,23558,11940,175
Subaru,Outback Premium Crossover AWD,2022,Manual,Gasoline,4,26288,14776,182
Subaru,Outback Premium AWD,2020,Manual,Gasoline,4,23495,19007,182
Subaru,Legacy 2.5i AWD,2018,Manual,Gasoline,4,17995,29645,175
Subaru,Outback Premium Crossover AWD,2022,Manual,Gasoline,4,27178,12962,182
Subaru,Outback Limited XT AWD,2020,Manual,Gasoline,4,24997,48866,260
Subaru,Outback Limited AWD,2024,Manual,Gasoline,4,31444,1942,182
Subaru,Outback Limited AWD,2020,Manual,Gasoline,4,16500,91396,182
Subaru,Outback 3.6R Limited AWD,2019,Manual,Gasoline,4,21770,36685,256
Subaru,Outback 2.5i Premium AWD,2018,Manual,Gasoline,4,17300,55524,175
Subaru,Outback Premium Crossover AWD,2022,Manual,Gasoline,4,21350,51325,182
Subaru,Legacy 2.5i AWD,2018,Manual,Gasoline,4,12900,60629,175
Subaru,Outback Touring XT Crossover AWD,2021,Manual,Gasoline,4,32288,8825,260
Subaru,Legacy Sport AWD,2021,Manual,Gasoline,4,22500,24219,182
Subaru,Forester 2.5i,2016,Manual,Gasoline,4,12999,61112,170
Subaru,Legacy 2.5i Limited AWD,2011,Manual,Gasoline,4,6499,106494,170
Subaru,Forester 2.5i Premium,2018,Manual,Gasoline,4,16400,59756,170
Subaru,Legacy 2.5i AWD,2010,Manual,Gasoline,4,6988,88841,170
Subaru,Outback 2.5i,2014,Manual,Gasoline,4,11250,59386,173
Subaru,Outback 2.5i Premium,2011,Manual,Gasoline,4,8000,86884,170
Subaru,Impreza Wagon AWD,2021,Manual,Gasoline,4,17200,37509,152
Subaru,Outback 2.5i Premium,2011,Manual,Gasoline,4,4500,117914,170
Subaru,Impreza Wagon AWD,2023,Manual,Gasoline,4,19999,6159,152
Subaru,Impreza,2019,Manual,Gasoline,4,18409,24881,152
Subaru,Impreza 2.0i Limited Hatchback AWD,2019,Manual,Gasoline,4,19700,30717,152
Subaru,Outback Limited AWD,2023,Manual,Gasoline,4,30698,3531,182
Subaru,Impreza 2.0i Premium,2017,Manual,Gasoline,4,15276,23696,152
Subaru,Impreza Sedan AWD,2022,Manual,Gasoline,4,17775,16697,152
Subaru,Legacy Limited AWD,2022,Manual,Gasoline,4,20970,49448,182
Subaru,Outback Limited AWD,2020,Manual,Gasoline,4,19990,62326,182
Subaru,Outback 2.5i Limited AWD,2019,Manual,Gasoline,4,22990,25737,175
Subaru,Outback 2.5i Limited AWD,2018,Manual,Gasoline,4,21743,40645,175
Subaru,Outback 2.5i Limited,2016,Manual,Gasoline,4,15989,55665,175
Subaru,Outback 2.5i Premium AWD,2018,Manual,Gasoline,4,16994,36599,175
Subaru,Outback 2.5i Limited AWD,2017,Manual,Gasoline,4,13821,76773,175
Subaru,Ascent Limited 7-Passenger AWD,2021,Manual,Gasoline,4,22997,43303,260
Subaru,Legacy 3.6R Limited AWD,2018,Manual,Gasoline,4,18984,37903,256
Subaru,Outback 2.5i Premium,2015,Manual,Gasoline,4,11933,90108,175
Subaru,Outback 2.5i Limited,2016,Manual,Gasoline,4,17997,50166,175
Subaru,Outback 2.5i Limited,2014,Manual,Gasoline,4,10905,77796,173
Subaru,Outback 2.5i Premium AWD,2017,Manual,Gasoline,4,18975,31397,175
Subaru,Legacy Limited AWD,2022,Manual,Gasoline,4,23565,28331,182
Subaru,Ascent Limited 7-Passenger AWD,2021,Manual,Gasoline,4,30000,22591,260
Subaru,Outback 2.5i Limited AWD,2018,Manual,Gasoline,4,17740,61598,175
Subaru,Ascent Limited 8-Passenger AWD,2021,Manual,Gasoline,4,28937,22443,260
Subaru,Ascent Premium 7-Passenger AWD,2021,Manual,Gasoline,4,25349,44101,260
Subaru,Ascent Premium 8-Passenger AWD,2022,Manual,Gasoline,4,31359,3611,260
Subaru,Outback 2.5i Premium AWD,2019,Manual,Gasoline,4,18777,34509,175
Subaru,Outback 2.5i Premium AWD,2019,Manual,Gasoline,4,16243,69010,175
Subaru,Ascent Limited 7-Passenger AWD,2023,Manual,Gasoline,4,35799,2397,260
Subaru,Outback Crossover Limited AWD,2021,Manual,Gasoline,4,26904,15552,182
Subaru,Outback Premium Crossover AWD,2021,Manual,Gasoline,4,25800,17239,182
Subaru,Ascent Limited 7-Passenger AWD,2022,Manual,Gasoline,4,25500,52411,260
Subaru,Legacy 2.5i Premium AWD,2018,Manual,Gasoline,4,20727,16818,175
Subaru,Legacy Limited AWD,2022,Manual,Gasoline,4,24827,17869,182
Subaru,Ascent Limited 7-Passenger AWD,2019,Manual,Gasoline,4,24990,41296,260
Subaru,Ascent Limited 8-Passenger AWD,2020,Manual,Gasoline,4,27500,33392,260
Subaru,Outback Premium Crossover AWD,2022,Manual,Gasoline,4,25588,17075,182
Subaru,Outback 3.6R Limited AWD,2017,Manual,Gasoline,4,20000,28496,256
Subaru,Outback Limited AWD,2024,Manual,Gasoline,4,33343,5057,182
Subaru,Outback Premium Crossover AWD,2021,Manual,Gasoline,4,26901,19367,182
Subaru,Outback 2.5i Premium,2016,Manual,Gasoline,4,14497,52103,175
Subaru,Ascent Limited 7-Passenger AWD,2022,Manual,Gasoline,4,32770,23897,260
Subaru,Outback Premium AWD,2023,Manual,Gasoline,4,27597,15133,182
Subaru,Ascent Limited 8-Passenger AWD,2020,Manual,Gasoline,4,27920,28476,260
Subaru,Legacy 2.5i Limited AWD,2017,Manual,Gasoline,4,10800,90557,175
Subaru,Outback 2.5i AWD,2018,Manual,Gasoline,4,20499,22356,175
Subaru,Outback 2.5i Premium AWD,2019,Manual,Gasoline,4,17449,49168,175
Subaru,Ascent Premium 8-Passenger AWD,2019,Manual,Gasoline,4,17859,64807,260
Subaru,Outback 2.5i Limited,2015,Manual,Gasoline,4,13877,70398,175
Subaru,Outback 2.5i Premium AWD,2018,Manual,Gasoline,4,15768,72617,175
Subaru,Ascent Premium 7-Passenger AWD,2022,Manual,Gasoline,4,26491,20625,260
Subaru,Ascent Premium 8-Passenger AWD,2023,Manual,Gasoline,4,34399,1456,260
Subaru,Outback 2.5i Limited AWD,2017,Manual,Gasoline,4,13995,76179,175
Subaru,Outback Limited XT AWD,2020,Manual,Gasoline,4,23966,24301,260
Subaru,WRX Sedan,2015,Manual,Gasoline,4,15997,33957,268
Subaru,Impreza 2.5i Premium Hatchback,2011,Manual,Gasoline,4,8300,71721,170
Subaru,WRX STI Base,2015,Manual,Gasoline,4,24495,54927,305
Subaru,WRX STI AWD,2020,Manual,Gasoline,4,29990,21246,310
Subaru,WRX Premium AWD,2020,Manual,Gasoline,4,19988,63019,268
Subaru,WRX Premium AWD,2016,Manual,Gasoline,4,17400,29584,268
Subaru,WRX Premium AWD,2019,Manual,Gasoline,4,23988,27361,268
Subaru,WRX STI AWD,2020,Manual,Gasoline,4,29546,18652,310
Subaru,WRX Limited AWD,2023,Manual,Gasoline,4,29800,5730,271
Subaru,Crosstrek,2021,Manual,Gasoline,4,18991,28197,152
Subaru,WRX STI Limited with Wing Spoiler,2016,Manual,Gasoline,4,22995,51536,305
Subaru,WRX Limited,2015,Manual,Gasoline,4,16989,47278,268
Subaru,Impreza WRX Limited Wagon,2006,Manual,Gasoline,4,14888,44601,230
Subaru,Impreza WRX Limited,2012,Manual,Gasoline,4,8499,112263,265
Subaru,WRX AWD,2021,Manual,Gasoline,4,24994,20838,268
Subaru,WRX Premium AWD,2020,Manual,Gasoline,4,19500,45293,268
Subaru,Forester 2.5i Premium,2014,Manual,Gasoline,4,8850,81044,170
Subaru,Crosstrek Premium AWD,2023,Manual,Gasoline,4,25991,25074,152
Subaru,WRX Limited AWD,2022,Manual,Gasoline,4,32995,6509,271
Subaru,Forester 2.5i Premium,2016,Manual,Gasoline,4,10000,85207,170
Subaru,Outback 2.5i Premium,2014,Manual,Gasoline,4,11895,64063,173
Subaru,Crosstrek Hybrid Touring,2016,Manual,Hybrid,4,16491,52726,160
Subaru,Crosstrek Hybrid XV Touring AWD,2014,Manual,Hybrid,4,9500,75225,160
Subaru,Crosstrek Hybrid XV Touring AWD,2014,Manual,Hybrid,4,12999,65598,160
Subaru,Crosstrek Hybrid XV AWD,2015,Manual,Hybrid,4,9975,71173,160
Audi,Q7 3.0 TDI quattro Premium Plus AWD,2013,Automatic,Diesel,4,9499,89383,240
Audi,Q5 3.0T quattro Premium Plus AWD,2013,Automatic,Gasoline,4,9299,83962,272
Audi,Q5 2.0T quattro Premium AWD,2013,Automatic,Diesel,4,9590,61969,211
Audi,Q5 3.2 quattro Prestige AWD,2011,Automatic,Gasoline,4,6500,96821,270
Audi,Q5 2.0T quattro Premium Plus AWD,2011,Automatic,Gasoline,4,6950,94237,211
Audi,Q7 3.0T quattro Prestige AWD,2017,Automatic,Gasoline,4,16995,65461,333
Audi,A4 2.0 TFSI quattro Premium Plus AWD,2018,Automatic,Gasoline,4,16999,43334,252
Audi,Q7 3.0T quattro S-Line Prestige AWD,2015,Automatic,Gasoline,4,13999,49542,333
Audi,A6 3.0T quattro Prestige Sedan AWD,2013,Automatic,Gasoline,4,11000,78923,310
Audi,Q3 2.0T Premium FWD,2018,Automatic,Gasoline,4,15952,38977,200
Audi,Q5 2.0T quattro Premium Plus AWD,2012,Automatic,Gasoline,4,8995,73921,211
Audi,A3 2.0 TDI Premium Plus Wagon FWD,2012,Automatic,Diesel,4,9500,66311,140
Audi,Q5 2.0T quattro Premium Plus AWD,2013,Automatic,Diesel,4,8900,75897,211
Audi,A4 2.0T quattro Premium Plus AWD,2017,Automatic,Gasoline,4,18970,34156,252
Audi,Q7 3.0T quattro S-Line Prestige AWD,2014,Automatic,Gasoline,4,9995,87174,333
Audi,A7 3.0T quattro Prestige AWD,2014,Automatic,Gasoline,4,21499,31655,310
Audi,A4 2.0T quattro Premium Plus AWD,2014,Automatic,Diesel,4,12550,63963,220
Audi,A4 2.0T quattro Premium AWD,2017,Automatic,Gasoline,4,10995,77174,252
Audi,A3 2.0T quattro Prestige Sedan AWD,2015,Automatic,Gasoline,4,10999,62063,220
Audi,A4 Allroad 2.0T quattro Premium AWD,2015,Automatic,Diesel,4,11900,62198,220
Audi,A4 2.0T Premium FWD,2016,Manual,Gasoline,4,11369,52627,220
Audi,Q5 2.0 TFSI quattro Premium Plus AWD,2018,Automatic,Gasoline,4,19339,41705,252
Audi,Q5 3.2 quattro Prestige AWD,2011,Automatic,Diesel,4,9998,49583,270
Audi,TT 2.0T quattro Premium Plus Coupe AWD,2013,Automatic,Gasoline,2,12450,71875,211
Audi,A4 2.0T quattro Premium AWD,2015,Automatic,Diesel,4,12495,56634,220
Audi,S4 3.0T quattro Premium Plus Sedan AWD,2013,Manual,Gasoline,4,8900,93641,333
Audi,Q3 quattro Prestige S Line 45 TFSI AWD,2020,Automatic,Gasoline,4,25995,34287,228
Audi,A6 3.0T quattro Premium Sedan AWD,2018,Automatic,Gasoline,4,18999,58676,340
Audi,Q5 3.0T quattro Prestige AWD,2013,Automatic,Gasoline,4,14900,45228,272
Audi,Q7 3.0 TDI quattro Premium Plus AWD,2015,Automatic,Gasoline,4,16499,41010,280
Audi,A3 2.0 TDI Premium Wagon FWD,2011,Automatic,Diesel,4,8999,85320,140
Audi,Q5 2.0T quattro Premium AWD,2015,Automatic,Diesel,4,12995,62578,220
Audi,A6 2.0T quattro Premium Plus Sedan AWD,2013,Automatic,Gasoline,4,7051,67613,211
Audi,A4 2.0T quattro Premium Plus AWD,2013,Automatic,Diesel,4,9995,66229,211
Audi,A6 3.0T quattro Premium Plus Sedan AWD,2013,Automatic,Gasoline,4,8900,65040,310
Audi,A6 3.0T quattro Premium Plus Sedan AWD,2015,Automatic,Gasoline,4,12990,69780,310
Audi,A7 3.0T quattro Premium Plus AWD,2012,Automatic,Gasoline,4,12995,77393,310
Audi,A8 3.0T LWB quattro AWD,2014,Automatic,Gasoline,4,14987,36890,333
Audi,A4 Avant 2.0T quattro Premium Plus AWD,2012,Automatic,Gasoline,4,6900,78814,211
Audi,A6 2.0T quattro Premium Plus Sedan AWD,2015,Automatic,Gasoline,4,10999,68660,220
Audi,Q5 2.0 TFSI quattro Premium Plus AWD,2018,Automatic,Gasoline,4,21888,28950,252
Audi,A4 2.0T quattro Premium Plus AWD,2011,Automatic,Gasoline,4,8500,77053,211
Audi,Q7 3.0 TDI quattro Prestige AWD,2013,Automatic,Diesel,4,11999,92535,240
Audi,A4 2.0T quattro Premium AWD,2016,Automatic,Diesel,4,12100,51884,220
Audi,Q3 quattro Premium 40 TFSI AWD,2021,Automatic,Gasoline,4,17623,36266,184
Audi,Q5 2.0T quattro Premium Plus AWD,2015,Automatic,Diesel,4,11998,57064,220
Audi,A7 3.0T quattro Premium Plus AWD,2013,Automatic,Gasoline,4,11990,80126,310
Audi,A5 2.0T quattro Premium Coupe AWD,2015,Automatic,Diesel,2,7900,77050,220
Audi,A3 1.8T Premium Sedan FWD,2016,Automatic,Gasoline,4,9300,55302,170
Audi,A8 3.0T quattro LWB AWD,2015,Automatic,Gasoline,4,16810,59779,333
Audi,A4 2.0T Premium FWD,2017,Automatic,Gasoline,4,9995,66472,252
Audi,A6 3.0T quattro Prestige Sedan AWD,2011,Automatic,Gasoline,4,8597,76083,300
Audi,Q5 3.0T quattro Premium Plus AWD,2015,Automatic,Gasoline,4,8950,84759,272
Audi,Q3 2.0T quattro Premium Plus AWD,2016,Manual,Gasoline,4,11995,70215,200
Audi,A4 Avant 2.0T quattro Premium Plus AWD,2012,Automatic,Gasoline,4,6995,83904,211
Audi,Q7 3.0T quattro Premium Plus AWD,2017,Automatic,Gasoline,4,17495,54294,333
Audi,S5 Sportback 3.0T quattro Prestige AWD,2018,Automatic,Gasoline,4,23999,53304,354
Audi,Q5 2.0T quattro Premium AWD,2017,Automatic,Diesel,4,16000,59754,220
Audi,SQ5 3.0T quattro Premium Plus AWD,2014,Automatic,Gasoline,4,9998,100077,354
Audi,A4 2.0T quattro Prestige AWD,2014,Automatic,Diesel,4,9499,73131,220
Audi,SQ5 3.0T quattro Premium Plus AWD,2016,Automatic,Gasoline,4,19999,49451,354
Audi,A3 40 TFSI Premium FWD,2022,Automatic,Gasoline,4,21975,25177,201
Audi,Q5 3.0T quattro Premium Plus AWD,2016,Automatic,Gasoline,4,15492,55272,272
Audi,A3 2.0T quattro Premium Sedan AWD,2017,Automatic,Gasoline,4,12500,56432,220
Audi,Q7 3.0T quattro S-Line Prestige AWD,2014,Automatic,Gasoline,4,9450,80157,333
Audi,Q5 3.0 TDI quattro Premium Plus AWD,2014,Automatic,Diesel,4,13499,75031,240
Audi,A4 2.0T Premium FWD,2014,Manual,Gasoline,4,10299,63380,220
Audi,A7 3.0T quattro Competition Prestige AWD,2017,Automatic,Gasoline,4,17395,62929,340
Audi,Q5 2.0T quattro Premium Plus AWD,2014,Automatic,Diesel,4,9474,90165,220
Audi,Q5 3.0T quattro Premium Plus AWD,2014,Automatic,Gasoline,4,9495,82801,272
Audi,A3 1.8T Prestige Sedan FWD,2015,Automatic,Gasoline,4,13500,61823,170
Audi,Q5 2.0T Premium Plus AWD,2016,Automatic,Diesel,4,11692,59600,220
Audi,Q3 2.0T quattro Premium Plus AWD,2016,Automatic,Gasoline,4,14444,56443,200
Audi,Q7 3.0 TDI quattro Premium Plus AWD,2015,Automatic,Diesel,4,10995,80473,240
Audi,Q5 2.0T quattro Premium Plus AWD,2017,Automatic,Diesel,4,16897,53110,220
Audi,Q3 2.0T quattro Prestige AWD,2016,Automatic,Gasoline,4,10729,78946,200
Audi,Q8 quattro Premium Plus 55 TFSI AWD,2021,Automatic,Gasoline,4,39188,32634,335
Audi,Q3 2.0T Premium Plus FWD,2016,Automatic,Gasoline,4,12490,41670,200
Audi,A6 3.0T quattro Prestige Sedan AWD,2011,Automatic,Gasoline,4,6950,82729,300
Audi,A3 2.0 TDI Premium Plus Sedan FWD,2015,Automatic,Diesel,4,9995,59144,150
Audi,A4 2.0T quattro Premium Plus AWD,2014,Automatic,Diesel,4,13500,45354,220
Audi,Q3 quattro Premium S Line 45 TFSI AWD,2020,Automatic,Gasoline,4,19995,40026,228
Audi,Q7 3.0T quattro Premium Plus AWD,2014,Automatic,Gasoline,4,15000,48797,280
Audi,A3 2.0T quattro Premium Plus Cabriolet AWD,2015,Automatic,Gasoline,2,15500,44774,220
Audi,Q7 3.0T quattro Premium Plus AWD,2012,Automatic,Gasoline,4,8299,75238,280
Audi,A3 2.0 TDI Premium Plus Wagon FWD,2012,Automatic,Diesel,4,8495,67019,140
Audi,Q5 2.0T quattro Premium Plus AWD,2015,Automatic,Diesel,4,11981,73815,220
Audi,A6 3.0T quattro Premium Plus Sedan AWD,2012,Automatic,Gasoline,4,13498,47391,310
Audi,Q5 2.0T quattro Premium Plus AWD,2014,Automatic,Diesel,4,14717,37845,220
Audi,Q5 2.0T quattro Premium Plus AWD,2015,Automatic,Diesel,4,13800,55678,220
Audi,Q5 2.0T quattro Premium Plus AWD,2012,Automatic,Gasoline,4,10495,63237,211
Audi,Q3 2.0T quattro Premium Plus AWD,2017,Automatic,Gasoline,4,17670,37879,200
Audi,A4 Allroad 2.0T quattro Premium Plus AWD,2013,Automatic,Diesel,4,12995,60070,211
Audi,Q7 3.0T quattro Premium AWD,2017,Automatic,Gasoline,4,14750,85740,333
Audi,A6 3.0T quattro Prestige Sedan AWD,2017,Automatic,Gasoline,4,20295,42555,333
Audi,Q7 3.0T quattro Premium Plus AWD,2015,Automatic,Gasoline,4,10495,70710,280
Audi,A8 3.0T LWB quattro AWD,2013,Automatic,Gasoline,4,14997,65221,333
Audi,A7 3.0 TDI quattro Prestige AWD,2016,Automatic,Diesel,4,26995,72560,240
Audi,A4 2.0T quattro Special Edition Sedan AWD,2008,Automatic,Gasoline,4,5499,78726,200
Audi,A4 2.0T quattro Premium Plus AWD,2017,Automatic,Gasoline,4,20100,39118,252
Audi,A4 2.0T quattro Prestige AWD,2017,Automatic,Gasoline,4,19900,35292,252
Audi,A6 3.2 quattro Sedan AWD,2008,Automatic,Gasoline,4,4999,67429,255
Audi,Q5 quattro Premium Plus 45 TFSI AWD,2020,Automatic,Gasoline,4,24675,26970,248
Audi,A3 2.0T quattro Premium Cabriolet AWD,2016,Automatic,Gasoline,2,15345,47255,220
Audi,Q5 2.0T quattro Premium Plus AWD,2017,Automatic,Diesel,4,16495,49775,220
Audi,A5 2.0T quattro Premium Plus Cabriolet AWD,2015,Automatic,Diesel,2,13950,39194,220
Audi,A6 3.2 quattro Sedan AWD,2006,Automatic,Gasoline,4,7991,63855,255
Audi,A4 2.0T quattro Sedan AWD,2008,Automatic,Gasoline,4,5400,74345,200
